policy_num,base_policy,day_claimed,week_claimed,month_claimed,deductible,days_policy_claim,past_num_claims,address_change_claim,agent_type,rep_num,is_fraud,age,sex,age_group,num_cars,vehicle_age,vehicle_category,vehicle_price,make,accident_area,fault,witness_present,police_report_filed
7355,liability,wednesday,1,apr,400,more than 30,2 to 4,no change,external,5,0,35,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
7356,all perils,wednesday,1,apr,400,more than 30,none,no change,external,4,0,25,male,26 to 30,1 vehicle,4 years,sedan,less than 20000,honda,urban,policy holder,no,no
7357,collision,monday,5,mar,400,more than 30,none,no change,external,9,0,35,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,toyota,urban,third party,no,no
7358,liability,wednesday,4,mar,400,more than 30,1,no change,external,7,0,35,male,31 to 35,1 vehicle,6 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
7359,liability,tuesday,4,mar,400,more than 30,2 to 4,no change,external,6,0,59,male,51 to 65,1 vehicle,> 7 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
7360,all perils,tuesday,4,oct,400,more than 30,none,no change,external,6,1,28,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,chevrolet,urban,policy holder,no,no
7361,all perils,wednesday,4,mar,400,more than 30,2 to 4,no change,external,3,0,43,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,acura,urban,policy holder,no,no
7362,all perils,tuesday,4,mar,400,more than 30,1,no change,external,4,0,48,female,41 to 50,1 vehicle,7 years,sedan,less than 20000,toyota,urban,third party,no,no
7363,collision,wednesday,4,mar,400,more than 30,1,no change,external,3,0,34,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
7364,all perils,friday,1,apr,400,more than 30,2 to 4,no change,external,3,0,53,male,41 to 50,1 vehicle,6 years,sedan,30000 to 39000,mazda,urban,third party,no,no
7365,collision,thursday,1,mar,400,more than 30,none,no change,external,1,0,30,male,31 to 35,1 vehicle,6 years,sedan,30000 to 39000,chevrolet,urban,policy holder,no,no
7366,all perils,wednesday,2,mar,400,more than 30,2 to 4,no change,external,2,0,51,male,41 to 50,1 vehicle,> 7 years,utility,more than 69000,mazda,rural,policy holder,no,no
7367,all perils,tuesday,2,mar,400,more than 30,none,no change,external,2,0,55,male,41 to 50,1 vehicle,6 years,sedan,more than 69000,chevrolet,rural,policy holder,no,no
7368,liability,monday,5,feb,400,more than 30,more than 4,no change,external,14,0,43,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,saab,rural,third party,no,no
7369,all perils,wednesday,3,mar,400,more than 30,2 to 4,no change,external,9,0,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
7370,collision,thursday,3,feb,400,more than 30,2 to 4,no change,external,7,0,29,female,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
7371,all perils,monday,2,feb,400,more than 30,1,no change,external,6,0,41,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
7372,all perils,monday,4,feb,400,more than 30,none,1 year,external,10,0,32,male,31 to 35,2 vehicles,6 years,utility,more than 69000,acura,urban,policy holder,no,no
7373,all perils,thursday,1,feb,400,more than 30,1,no change,external,9,0,65,male,51 to 65,1 vehicle,> 7 years,sedan,more than 69000,mazda,rural,policy holder,no,no
7374,all perils,monday,2,apr,400,more than 30,none,no change,external,2,0,32,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,rural,policy holder,no,no
7375,all perils,monday,2,apr,400,more than 30,none,no change,external,9,0,64,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
7376,liability,wednesday,3,jan,400,more than 30,2 to 4,no change,external,4,0,37,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
7377,all perils,monday,4,jul,400,more than 30,1,no change,external,16,0,39,male,16 to 17,1 vehicle,<= 1 year,sport,more than 69000,honda,urban,policy holder,no,no
7378,collision,tuesday,2,may,400,more than 30,none,no change,external,2,0,41,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,third party,no,no
7379,all perils,monday,3,jun,700,more than 30,1,no change,external,2,0,41,male,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,honda,urban,policy holder,no,no
7380,all perils,tuesday,4,jun,400,more than 30,2 to 4,no change,external,7,0,56,male,51 to 65,1 vehicle,7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
7381,collision,monday,2,jun,400,more than 30,1,no change,external,12,0,24,male,26 to 30,3 to 4,5 years,sedan,30000 to 39000,acura,urban,third party,no,no
7382,liability,thursday,5,jun,400,more than 30,2 to 4,no change,external,2,0,39,male,16 to 17,1 vehicle,<= 1 year,sport,more than 69000,honda,urban,policy holder,no,no
7383,liability,thursday,4,aug,400,more than 30,2 to 4,no change,external,4,0,30,male,31 to 35,1 vehicle,6 years,sport,20000 to 29000,honda,urban,policy holder,no,no
7384,liability,friday,2,nov,400,more than 30,1,no change,external,11,0,42,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,honda,urban,policy holder,no,no
7385,all perils,thursday,1,nov,400,more than 30,1,no change,external,16,0,54,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
7386,all perils,tuesday,4,jul,400,more than 30,2 to 4,no change,external,16,0,30,male,31 to 35,1 vehicle,5 years,sport,20000 to 29000,mazda,urban,third party,no,no
7387,collision,thursday,3,nov,400,more than 30,1,no change,external,13,0,38,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,third party,yes,no
7388,liability,wednesday,2,jul,400,more than 30,1,no change,external,11,0,46,male,41 to 50,1 vehicle,7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
7389,liability,monday,2,nov,400,more than 30,2 to 4,no change,external,10,0,26,male,31 to 35,1 vehicle,4 years,sport,30000 to 39000,chevrolet,urban,policy holder,no,no
7390,liability,tuesday,3,jun,400,more than 30,none,no change,external,10,0,39,male,16 to 17,1 vehicle,<= 1 year,sport,more than 69000,honda,urban,policy holder,no,no
7391,collision,tuesday,2,may,400,more than 30,more than 4,no change,external,11,0,80,male,over 65,1 vehicle,7 years,sedan,30000 to 39000,mazda,urban,policy holder,no,no
7392,collision,friday,5,oct,400,more than 30,1,no change,external,9,0,59,male,51 to 65,1 vehicle,> 7 years,sedan,more than 69000,toyota,urban,third party,no,no
7393,collision,thursday,4,oct,400,more than 30,1,4 to 8 years,external,6,0,35,male,31 to 35,2 vehicles,6 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
7394,all perils,monday,4,oct,400,8 to 15,2 to 4,no change,external,3,0,53,male,41 to 50,1 vehicle,6 years,sedan,20000 to 29000,pontiac,urban,third party,no,no
7395,all perils,wednesday,4,oct,400,more than 30,none,no change,external,8,1,42,female,36 to 40,1 vehicle,4 years,sedan,20000 to 29000,honda,rural,policy holder,no,no
7396,all perils,wednesday,3,nov,300,more than 30,1,2 to 3 years,external,13,1,34,male,31 to 35,1 vehicle,5 years,sedan,20000 to 29000,mazda,urban,third party,no,no
7397,collision,tuesday,3,nov,400,more than 30,2 to 4,no change,external,7,0,36,female,36 to 40,1 vehicle,7 years,sedan,30000 to 39000,acura,urban,policy holder,no,no
7398,all perils,wednesday,5,dec,400,more than 30,none,no change,external,16,0,33,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
7399,all perils,wednesday,4,apr,400,more than 30,none,no change,external,5,0,33,male,31 to 35,1 vehicle,7 years,sedan,less than 20000,honda,urban,policy holder,no,no
7400,liability,tuesday,4,oct,400,more than 30,2 to 4,no change,external,15,0,32,male,31 to 35,1 vehicle,5 years,sport,30000 to 39000,mazda,urban,third party,no,no
7401,liability,thursday,5,mar,400,more than 30,2 to 4,no change,external,7,0,45,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,mazda,urban,third party,no,no
7402,liability,tuesday,4,may,400,more than 30,2 to 4,no change,external,12,0,57,male,51 to 65,1 vehicle,7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
7403,collision,thursday,2,may,400,more than 30,2 to 4,no change,external,13,0,27,male,31 to 35,1 vehicle,6 years,sedan,more than 69000,mazda,urban,third party,no,no
7404,all perils,tuesday,5,may,400,more than 30,1,no change,external,5,0,28,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,toyota,urban,policy holder,no,no
7405,liability,tuesday,5,may,400,more than 30,2 to 4,no change,external,8,0,42,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
7406,collision,monday,1,jul,400,more than 30,2 to 4,no change,external,4,0,53,male,41 to 50,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
7407,all perils,thursday,1,aug,400,more than 30,1,no change,external,2,0,55,male,41 to 50,1 vehicle,7 years,sedan,less than 20000,pontiac,urban,third party,no,no
7408,collision,thursday,5,jul,400,more than 30,none,no change,external,3,0,63,male,51 to 65,1 vehicle,> 7 years,sedan,30000 to 39000,pontiac,urban,policy holder,no,no
7409,collision,friday,4,oct,400,more than 30,2 to 4,no change,external,3,1,26,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,honda,urban,policy holder,no,no
7410,all perils,thursday,3,sep,700,more than 30,none,no change,external,16,0,45,male,36 to 40,1 vehicle,7 years,utility,more than 69000,acura,rural,policy holder,no,no
7411,all perils,friday,2,sep,400,more than 30,2 to 4,no change,external,12,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
7412,liability,wednesday,1,nov,400,more than 30,2 to 4,no change,external,9,0,40,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,chevrolet,urban,third party,no,no
7413,all perils,tuesday,2,oct,400,more than 30,none,no change,external,15,0,50,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,third party,no,no
7414,collision,tuesday,4,nov,400,more than 30,2 to 4,4 to 8 years,external,14,0,40,male,36 to 40,2 vehicles,7 years,sedan,30000 to 39000,toyota,urban,policy holder,no,no
7415,collision,wednesday,5,jun,400,more than 30,more than 4,no change,external,7,0,59,male,51 to 65,1 vehicle,> 7 years,sedan,20000 to 29000,toyota,urban,third party,no,no
7416,collision,wednesday,2,jun,400,more than 30,1,no change,external,6,0,40,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
7417,liability,monday,1,sep,400,more than 30,none,no change,external,11,0,39,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,mazda,urban,policy holder,no,no
7418,all perils,thursday,2,jul,400,more than 30,2 to 4,no change,external,7,0,61,male,51 to 65,1 vehicle,> 7 years,utility,more than 69000,chevrolet,urban,policy holder,no,no
7419,collision,thursday,1,oct,400,more than 30,2 to 4,no change,external,3,0,26,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,mazda,rural,policy holder,no,no
7420,liability,monday,1,sep,400,more than 30,more than 4,no change,external,6,0,51,male,41 to 50,1 vehicle,> 7 years,sport,20000 to 29000,chevrolet,urban,policy holder,no,no
7421,collision,thursday,3,sep,400,more than 30,2 to 4,no change,external,9,0,40,male,36 to 40,1 vehicle,6 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
7422,collision,friday,5,jul,400,more than 30,1,no change,external,3,0,27,male,31 to 35,3 to 4,6 years,sedan,20000 to 29000,honda,urban,third party,no,no
7423,all perils,monday,5,oct,400,more than 30,none,no change,external,6,1,49,male,41 to 50,1 vehicle,7 years,sedan,20000 to 29000,toyota,rural,policy holder,no,no
7424,liability,monday,3,jul,400,more than 30,2 to 4,no change,external,13,0,37,female,36 to 40,1 vehicle,7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
7425,all perils,friday,2,dec,400,more than 30,2 to 4,no change,external,8,0,33,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,chevrolet,urban,third party,no,no
7426,collision,monday,3,jan,400,more than 30,2 to 4,no change,external,4,0,44,female,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,pontiac,urban,policy holder,no,no
7427,all perils,wednesday,3,jan,400,more than 30,1,no change,external,4,0,29,male,31 to 35,1 vehicle,6 years,sedan,less than 20000,honda,urban,policy holder,no,no
7428,collision,thursday,4,oct,400,more than 30,none,no change,external,3,1,31,female,31 to 35,1 vehicle,7 years,sedan,less than 20000,pontiac,urban,policy holder,no,no
7429,liability,tuesday,3,apr,400,more than 30,more than 4,no change,external,16,0,41,male,36 to 40,1 vehicle,> 7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
7430,liability,thursday,4,feb,400,more than 30,2 to 4,no change,external,5,0,39,male,16 to 17,1 vehicle,<= 1 year,sport,more than 69000,honda,urban,policy holder,no,no
7431,collision,monday,3,feb,400,more than 30,1,no change,external,2,0,36,male,36 to 40,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
7432,liability,tuesday,4,nov,400,more than 30,2 to 4,no change,external,15,0,45,female,36 to 40,1 vehicle,7 years,sport,less than 20000,pontiac,urban,policy holder,no,no
7433,liability,wednesday,4,oct,400,more than 30,none,no change,internal,12,0,63,male,51 to 65,1 vehicle,> 7 years,sport,30000 to 39000,pontiac,rural,policy holder,no,no
7434,liability,friday,4,feb,400,more than 30,2 to 4,no change,external,5,0,58,male,51 to 65,1 vehicle,> 7 years,sport,less than 20000,honda,urban,policy holder,no,no
7435,liability,monday,1,feb,400,more than 30,2 to 4,4 to 8 years,external,5,0,29,male,31 to 35,2 vehicles,6 years,sport,40000 to 59000,ford,rural,policy holder,no,no
7436,liability,friday,1,feb,400,more than 30,none,no change,external,1,0,36,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
7437,liability,thursday,2,mar,400,more than 30,2 to 4,no change,external,13,0,49,male,41 to 50,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
7438,liability,monday,4,feb,400,more than 30,2 to 4,no change,external,12,0,43,female,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,policy holder,no,no
7439,all perils,thursday,1,feb,400,more than 30,more than 4,no change,external,8,0,23,male,26 to 30,1 vehicle,5 years,utility,more than 69000,chevrolet,urban,policy holder,no,no
7440,all perils,tuesday,4,oct,400,15 to 30,none,no change,external,7,1,27,male,31 to 35,1 vehicle,6 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
7441,liability,tuesday,2,jan,700,more than 30,none,no change,external,1,0,70,male,over 65,1 vehicle,> 7 years,sport,20000 to 29000,mazda,urban,policy holder,no,no
7442,all perils,tuesday,2,jan,400,more than 30,none,no change,external,10,0,31,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,honda,urban,policy holder,no,no
7443,liability,tuesday,3,jan,400,more than 30,more than 4,no change,external,4,0,70,male,over 65,1 vehicle,> 7 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
7444,all perils,tuesday,5,nov,400,more than 30,none,no change,external,7,0,59,male,51 to 65,1 vehicle,5 years,sedan,less than 20000,honda,urban,third party,no,no
7445,liability,tuesday,3,mar,400,more than 30,more than 4,no change,external,7,0,51,male,41 to 50,1 vehicle,> 7 years,sport,more than 69000,toyota,urban,policy holder,no,no
7446,collision,wednesday,5,aug,400,more than 30,1,no change,external,3,0,33,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,policy holder,no,no
7447,all perils,monday,3,mar,500,more than 30,none,2 to 3 years,external,3,0,33,male,31 to 35,1 vehicle,6 years,sedan,more than 69000,chevrolet,urban,policy holder,no,no
7448,liability,friday,2,nov,400,more than 30,more than 4,no change,external,2,0,37,male,36 to 40,1 vehicle,7 years,sport,30000 to 39000,toyota,urban,policy holder,no,no
7449,all perils,wednesday,4,jun,400,more than 30,1,no change,external,15,0,23,male,26 to 30,1 vehicle,4 years,sedan,20000 to 29000,toyota,urban,third party,no,no
7450,all perils,thursday,2,jul,400,more than 30,none,no change,external,16,0,28,male,31 to 35,1 vehicle,5 years,sedan,less than 20000,pontiac,urban,third party,no,no
7451,collision,monday,3,jul,400,more than 30,none,no change,external,14,0,47,male,41 to 50,1 vehicle,> 7 years,sedan,20000 to 29000,pontiac,rural,policy holder,no,yes
7452,liability,monday,4,jul,400,more than 30,2 to 4,no change,external,10,0,52,female,41 to 50,1 vehicle,7 years,sport,30000 to 39000,pontiac,urban,policy holder,no,no
7453,liability,thursday,2,aug,400,more than 30,2 to 4,no change,external,6,0,37,male,36 to 40,1 vehicle,7 years,sport,20000 to 29000,pontiac,urban,third party,yes,no
7454,liability,friday,3,aug,400,more than 30,none,no change,external,1,0,22,male,26 to 30,1 vehicle,5 years,sport,20000 to 29000,toyota,urban,policy holder,no,no
7455,all perils,tuesday,2,sep,400,more than 30,2 to 4,no change,external,12,0,37,male,36 to 40,1 vehicle,7 years,sedan,less than 20000,honda,rural,third party,no,no
7456,collision,tuesday,3,jun,400,more than 30,none,4 to 8 years,external,16,0,26,male,31 to 35,2 vehicles,7 years,sedan,20000 to 29000,toyota,urban,policy holder,no,no
7457,liability,monday,5,may,400,more than 30,more than 4,no change,external,1,0,35,male,31 to 35,1 vehicle,5 years,sport,30000 to 39000,mazda,urban,third party,no,no
7458,collision,tuesday,4,may,400,more than 30,1,no change,external,8,0,60,male,51 to 65,1 vehicle,> 7 years,sedan,30000 to 39000,chevrolet,rural,policy holder,no,no
7459,all perils,wednesday,5,may,400,more than 30,1,no change,external,2,0,39,male,16 to 17,1 vehicle,<= 1 year,sedan,more than 69000,honda,rural,policy holder,no,no
7460,collision,friday,1,may,400,more than 30,none,no change,external,8,0,33,male,31 to 35,1 vehicle,7 years,sedan,20000 to 29000,mazda,urban,third party,no,no
